UNITID,NPT4_PUB,NPT4_PRIV
159531,NULL,12941
159568,NULL,15874
159601,NULL,8983
159647,10774,NULL
159656,NULL,22766
159717,10977,NULL
159939,11135,NULL
159948,NULL,NULL
159966,12448,NULL
159993,11316,NULL
160010,11389,NULL
160029,NULL,NULL
160038,11295,NULL
160065,NULL,13645
160074,NULL,16979
160117,NULL,12955
160126,NULL,15489
160135,NULL,14281
160199,NULL,8869
160320,NULL,19455
160409,NULL,30612
160445,NULL,14458
160472,NULL,13449
160481,10214,NULL
160524,NULL,20194
160579,8441,NULL
160597,NULL,9017
160612,12739,NULL
160621,14259,NULL
160630,7335,NULL
160649,10444,NULL
160658,12768,NULL
160667,7363,NULL
160755,NULL,34238
160904,NULL,16075
160913,8532,NULL
160940,NULL,NULL
160959,NULL,20234
160977,NULL,25192
160995,NULL,16720
161004,NULL,22810
161022,NULL,17307
161077,7979,NULL
161086,NULL,20739
161138,10720,NULL
161192,9811,NULL
161208,NULL,28465
161217,12011,NULL
161226,13827,NULL
161235,12228,NULL
161244,9317,NULL
161253,17074,NULL
161299,23460,NULL
161341,9892,NULL
161457,NULL,33183
161484,9413,NULL
161493,NULL,13281
161509,NULL,29823
161518,NULL,25367
161527,NULL,13048
161545,10650,NULL
161554,11582,NULL
161563,NULL,21647
161572,NULL,24842
161581,4327,NULL
161651,NULL,11649
161688,9928,NULL
161767,15912,NULL
161776,NULL,21868
161800,NULL,15659
161855,NULL,15984
161864,4543,NULL
161873,21329,NULL
162007,14974,NULL
162061,NULL,23118
162104,7168,NULL
162122,8307,NULL
162168,4334,NULL
162210,NULL,18864
162283,10675,NULL
162335,NULL,20710
162371,NULL,16711
162557,7311,NULL
162584,14699,NULL
162609,8267,NULL
162654,NULL,25306
162681,NULL,NULL
162690,7701,NULL
162706,7721,NULL
162760,NULL,23416
162779,10269,NULL
162830,NULL,14870
162928,NULL,33586
163028,NULL,26651
163046,NULL,35867
163204,14861,NULL
163259,NULL,NULL
163268,20539,NULL
163286,18517,NULL
163295,NULL,38763
163338,15860,NULL
163347,NULL,20274
163408,NULL,15881
163426,8660,NULL
163453,16658,NULL
163462,NULL,28495
163532,NULL,4482
163541,NULL,14978
163578,NULL,15963
163657,8658,NULL
163736,NULL,21468
163754,NULL,16245
163815,NULL,16980
163851,18792,NULL
163912,21025,NULL
163976,NULL,26808
164058,NULL,21553
164076,17893,NULL
164085,NULL,NULL
164155,NULL,NULL
164173,NULL,27542
164216,NULL,28943
164270,NULL,20333
164313,8839,NULL
164368,NULL,30333
164438,NULL,NULL
164447,NULL,22429
164465,NULL,22463
164474,NULL,NULL
164492,NULL,24026
164535,16050,NULL
164562,NULL,28285
164580,NULL,35540
164599,NULL,NULL
164614,NULL,17963
164632,NULL,22455
164641,NULL,31888
164678,NULL,25132
164720,NULL,32721
164739,NULL,35671
164748,NULL,47270
164775,9369,NULL
164845,NULL,15885
164872,NULL,28216
164915,NULL,NULL
164924,NULL,34550
164988,NULL,37065
165015,NULL,31308
165024,18685,NULL
165033,7013,NULL
165060,NULL,26062
165112,8233,NULL
165167,NULL,24521
165194,8000,NULL
165255,NULL,13998
165264,NULL,38498
165334,NULL,27004
165495,NULL,NULL
165529,NULL,29785
165556,NULL,16252
165574,NULL,29870
165608,20039,NULL
165635,NULL,21380
165644,NULL,16313
165662,NULL,43965
165671,NULL,30698
165699,NULL,34571
165750,NULL,20266
165802,NULL,23772
165820,15672,NULL
165866,20355,NULL
165884,13711,NULL
165936,NULL,28240
165945,NULL,NULL
165981,12350,NULL
166018,NULL,29416
166027,NULL,14327
166045,NULL,NULL
166054,NULL,17286
166124,NULL,34159
166133,8048,NULL
166391,NULL,25743
166407,NULL,NULL
166452,NULL,31401
166489,NULL,47392
166498,NULL,17368
166513,19322,NULL
166586,NULL,18405
166595,NULL,16319
166629,20926,NULL
166638,12292,NULL
166647,11454,NULL
166656,NULL,37779
166674,21612,NULL
166683,NULL,20771
166692,19032,NULL
166708,NULL,NULL
166717,NULL,NULL
166805,NULL,13450
166823,7858,NULL
166850,NULL,32442
166869,NULL,NULL
166887,4515,NULL
166911,NULL,28400
166939,NULL,26239
166948,NULL,27092
166957,8186,NULL
167039,NULL,16026
167057,NULL,37507
167093,NULL,NULL
167215,NULL,NULL
167224,NULL,36776
167251,NULL,24057
167260,NULL,29398
167288,17549,NULL
167297,NULL,29284
167312,8453,NULL
167358,NULL,29748
167376,9428,NULL
167394,NULL,20989
167455,NULL,21112
167464,NULL,NULL
167525,14449,NULL
167534,8365,NULL
167598,NULL,28271
167631,8403,NULL
167677,NULL,NULL
167729,18395,NULL
167738,NULL,19853
167783,NULL,28308
167792,NULL,33991
167835,NULL,24829
167871,15882,NULL
167899,NULL,27637
167905,8399,NULL
167987,18899,NULL
167996,NULL,32911
168005,NULL,30126
168032,NULL,21605
168148,NULL,32620
168218,NULL,23188
168227,NULL,36690
168254,NULL,29694
168263,17773,NULL
168281,NULL,27875
168290,NULL,27847
168342,NULL,22667
168421,NULL,40376
168430,18836,NULL
168528,NULL,27209
168546,NULL,17863
168555,NULL,9600
168573,NULL,30548
168591,NULL,21836
168607,3512,NULL
168740,NULL,21460
168786,NULL,16927
168847,NULL,12871
168883,5867,NULL
168892,NULL,3747
169071,NULL,21840
169080,NULL,25596
169099,NULL,NULL
169187,NULL,17229
169220,NULL,NULL
169248,15531,NULL
169275,6860,NULL
169284,NULL,12958
169327,NULL,20015
169363,NULL,24713
169424,NULL,NULL
169442,NULL,36313
169479,NULL,16972
169503,NULL,12789
169521,4743,NULL
169576,NULL,NULL
169628,NULL,NULL
169655,NULL,25030
169716,NULL,19755
169734,NULL,26111
169761,NULL,27295
169798,14043,NULL
169813,NULL,5360
169910,12949,NULL
169947,NULL,6336
169974,5482,NULL
169983,NULL,37247
169992,7996,NULL
170000,NULL,14416
170037,NULL,20415
170055,8807,NULL
170082,16975,NULL
170091,NULL,14440
170240,3865,NULL
170286,NULL,NULL
170301,NULL,26175
170444,8258,NULL
170532,NULL,23579
170541,4203,NULL
170550,7683,NULL
170587,6189,NULL
170611,NULL,10292
170620,7947,NULL
170639,12509,NULL
170657,5485,NULL
170675,NULL,27331
170736,NULL,5188
170790,7966,NULL
170806,NULL,15436
170842,NULL,11992
170967,NULL,17557
170976,14860,NULL
171012,NULL,8938
171100,18576,NULL
171128,15481,NULL
171137,10940,NULL
171146,11577,NULL
171155,7285,NULL
171225,5181,NULL
171234,8779,NULL
171261,NULL,12417
171304,5343,NULL
171322,NULL,17465
171395,3846,NULL
171456,13883,NULL
171483,9773,NULL
171492,NULL,24587
171535,4237,NULL
171571,12779,NULL
171599,NULL,20098
171775,NULL,9623
171881,NULL,14558
171988,NULL,19661
171997,NULL,18815
172015,NULL,17867
172033,NULL,18579
172051,14729,NULL
172200,7389,NULL
172264,NULL,21333
172291,3639,NULL
172307,9095,NULL
172325,NULL,NULL
172334,NULL,18730
172422,9079,NULL
172440,NULL,23410
172477,NULL,NULL
172495,NULL,15351
172608,NULL,NULL
172617,5286,NULL
172635,5596,NULL
172644,12970,NULL
172671,3214,NULL
172680,NULL,12548
172699,17259,NULL
172705,NULL,NULL
172802,NULL,11072
172866,NULL,NULL
172918,14039,NULL
172927,NULL,10273
172954,12944,NULL
172963,11716,NULL
173045,NULL,23316
173063,8911,NULL
173115,10077,NULL
173124,15464,NULL
173142,NULL,17005
173160,NULL,27151
173179,NULL,NULL
173203,12618,NULL
173258,NULL,27898
173300,NULL,23393
173328,NULL,18392
173416,11817,NULL
173452,NULL,18334
173461,12879,NULL
173470,NULL,12009
173489,NULL,25119
173559,10869,NULL
173638,10687,NULL
173647,NULL,20050
173665,NULL,21103
173683,NULL,NULL
173708,12045,NULL
173735,9631,NULL
173744,NULL,17663
173799,11709,NULL
173805,10791,NULL
173896,NULL,NULL
173902,NULL,26865
173911,10484,NULL
173920,15615,NULL
173957,NULL,NULL
173966,NULL,NULL
173984,NULL,19906
173993,6233,NULL
174020,14814,NULL
174066,17396,NULL
174075,13458,NULL
174118,NULL,13605
174127,NULL,26763
174136,13039,NULL
174154,NULL,18898
174190,NULL,14072
174233,17131,NULL
174251,11051,NULL
174321,NULL,8959
174358,16096,NULL
174376,10358,NULL
174385,NULL,NULL
174428,12060,NULL
174437,NULL,20688
174473,11098,NULL
174491,NULL,23249
174507,NULL,14145
174525,NULL,20794
174570,11352,NULL
174604,8028,NULL
174738,14813,NULL
174747,NULL,25020
174756,9397,NULL
174783,14633,NULL
174792,NULL,23977
174817,NULL,20210
174844,NULL,24250
174862,NULL,22764
174899,NULL,23935
174914,NULL,30503
174978,NULL,11952
175005,NULL,19935
175014,NULL,16547
175041,12220,NULL
175078,14708,NULL
175120,NULL,7168
175139,NULL,NULL
175157,11721,NULL
175227,NULL,20504
175236,12394,NULL
175263,12668,NULL
175272,17695,NULL
175281,NULL,NULL
175315,10765,NULL
175342,15388,NULL
175421,NULL,17395
175430,NULL,12140
175494,NULL,18794
175519,1035,NULL
175528,NULL,22207
175573,3631,NULL
175607,NULL,15130
175616,12809,NULL
175643,4701,NULL
175652,5259,NULL
175698,NULL,14072
175722,NULL,16983
175786,4935,NULL
175810,4093,NULL
175829,5824,NULL
175856,15380,NULL
175883,5207,NULL
175935,5533,NULL
175980,NULL,22292
176008,2164,NULL
176017,13929,NULL
176035,10684,NULL
176044,14488,NULL
176053,NULL,16693
176062,NULL,7930
176071,7566,NULL
176080,16192,NULL
176169,7054,NULL
176178,5864,NULL
176239,7890,NULL
176318,NULL,9784
176336,NULL,3533
176354,4190,NULL
176372,13178,NULL
176390,NULL,10525
176406,NULL,11623
176451,NULL,NULL
176479,NULL,17954
176600,NULL,NULL
176628,NULL,20887
176664,NULL,14186
176716,NULL,20267
176770,NULL,16711
176789,NULL,15650
176798,12002,NULL
176910,NULL,12254
176947,NULL,22537
176965,14267,NULL
176983,7215,NULL
177038,NULL,16883
177056,17872,NULL
177065,NULL,24856
177083,NULL,30889
177092,NULL,NULL
177117,NULL,17096
177126,NULL,NULL
177135,5125,NULL
177144,NULL,19797
177214,NULL,19631
177250,7517,NULL
177278,NULL,NULL
177287,NULL,12462
177302,NULL,18881
177339,NULL,21004
177418,NULL,22163
177436,9264,NULL
177472,7643,NULL
177542,NULL,18594
177551,8339,NULL
177579,NULL,17324
177588,NULL,18067
177603,NULL,11307
177676,5899,NULL
177685,NULL,13829
177719,NULL,NULL
177746,NULL,29798
177816,NULL,NULL
177834,NULL,NULL
177870,1857,NULL
177931,15086,NULL
177940,11187,NULL
177968,NULL,17548
177977,8976,NULL
177986,NULL,NULL
177995,7058,NULL
178004,NULL,23229
178059,NULL,23891
178077,NULL,16731
178110,NULL,9268
178183,NULL,22126
178208,NULL,14686
178217,8712,NULL
178244,NULL,19599
178341,9140,NULL
178369,NULL,20730
178387,10905,NULL
178396,18602,NULL
178402,14897,NULL
178411,14473,NULL
178420,10010,NULL
178448,7056,NULL
178466,14060,NULL
178518,NULL,NULL
178527,NULL,7213
178615,12537,NULL
178624,11502,NULL
178679,NULL,14812
178697,NULL,8352
178721,NULL,17013
178767,NULL,16932
178828,12335,NULL
178891,NULL,15642
178989,NULL,NULL
179043,NULL,22901
179052,7123,NULL
179159,NULL,27341
179195,NULL,4823
179229,NULL,12288
179238,19824,NULL
179256,NULL,15054
179265,NULL,30274
179308,7565,NULL
179317,NULL,NULL
179326,NULL,17959
179344,6962,NULL
179450,NULL,NULL
179511,NULL,26871
179539,4965,NULL
179548,NULL,23249
179557,12655,NULL
179566,15855,NULL
179645,9281,NULL
179715,8777,NULL
179812,NULL,NULL
179867,NULL,28540
179894,NULL,22937
179946,NULL,20402
179955,NULL,21134
179964,NULL,21619
179991,NULL,13010
180054,NULL,7230
180063,NULL,10283
180081,9156,NULL
180090,NULL,5942
180106,NULL,26297
180151,10875,NULL
180160,5809,NULL
180179,14340,NULL
180197,8103,NULL
180203,8311,NULL
180212,1460,NULL
180249,9537,NULL
180258,NULL,20235
180276,11964,NULL
180328,6855,NULL
180373,9649,NULL
180416,12993,NULL
180461,17754,NULL
180489,15006,NULL
180522,12898,NULL
180595,NULL,20165
180647,NULL,8687
180692,12576,NULL
180771,NULL,16476
180814,NULL,11938
180832,NULL,22913
180878,NULL,24512
180902,8112,NULL
180948,14567,NULL
180957,NULL,9685
180984,NULL,19789
181002,NULL,30427
181020,NULL,24449
181093,NULL,20041
181127,NULL,21703
181145,NULL,NULL
181190,NULL,14999
181215,16644,NULL
181242,NULL,NULL
181297,NULL,21159
181303,6559,NULL
181312,7037,NULL
181330,NULL,23017
181376,NULL,17985
181394,13173,NULL
181400,NULL,19569
181419,11134,NULL
181428,NULL,NULL
181446,NULL,23652
181464,17784,NULL
181491,9183,NULL
181534,13182,NULL
181543,NULL,9683
181604,NULL,20154
181640,8965,NULL
181738,NULL,20706
181765,11808,NULL
181783,13400,NULL
181817,5762,NULL
181853,NULL,15910
181880,NULL,16757
181941,NULL,17274
182005,6918,NULL
182111,NULL,19453
182148,NULL,20653
182281,10555,NULL
182290,14505,NULL
182306,10520,NULL
182458,NULL,37264
182500,7190,NULL
182564,10454,NULL
182634,NULL,27085
182652,NULL,14408
182670,NULL,30421
182704,NULL,10002
182722,NULL,10278
182795,NULL,24266
182829,NULL,NULL
182892,NULL,13170
182917,NULL,13501
182953,NULL,15955
182980,NULL,26966
182999,NULL,22477
183026,NULL,40617
183035,NULL,18845
183044,24529,NULL
183062,19544,NULL
183071,17264,NULL
183080,21829,NULL
183099,17506,NULL
183105,15407,NULL
183114,17399,NULL
183123,16542,NULL
183132,14922,NULL
183141,13456,NULL
183150,15251,NULL
183202,NULL,16167
183211,NULL,23922
183239,NULL,31268
183248,NULL,NULL
183257,13911,NULL
183275,NULL,16900
183488,NULL,22573
183600,NULL,NULL
183655,9609,NULL
183725,NULL,19475
183743,9642,NULL
183789,NULL,18878
183804,NULL,NULL
183822,NULL,19171
183859,7971,NULL
183877,7139,NULL
183910,NULL,22604
183938,5027,NULL
183974,NULL,20810
183983,11616,NULL
184047,NULL,18244
184056,NULL,26543
184092,NULL,12954
184180,9262,NULL
184205,8164,NULL
184278,NULL,33754
184348,NULL,26218
184427,NULL,16267
184481,11427,NULL
184506,NULL,15535
184603,NULL,16136
184612,NULL,18056
184694,NULL,22466
184746,NULL,16712
184773,NULL,24553
184782,23692,NULL
184791,8166,NULL
184816,NULL,15597
184870,NULL,19111
184959,NULL,27167
184968,NULL,31877
184995,7593,NULL
185129,12659,NULL
185174,NULL,26386
185262,19044,NULL
185332,NULL,18640
185396,NULL,18251
185466,NULL,17217
185509,4846,NULL
185536,8410,NULL
185572,NULL,30273
185590,18500,NULL
185651,NULL,41598
185679,NULL,25666
185721,NULL,21903
185758,NULL,NULL
185767,NULL,24530
185828,20011,NULL
185873,12023,NULL
185970,NULL,14906
186016,NULL,32182
186034,10442,NULL
186052,NULL,17204
186122,NULL,NULL
186131,NULL,10027
186186,NULL,11949
186201,21316,NULL
186274,NULL,21214
186283,NULL,28952
186335,NULL,23793
186371,13225,NULL
186380,20379,NULL
186399,13205,NULL
186405,NULL,NULL
186423,NULL,NULL
186432,NULL,12382
186469,10825,NULL
186584,NULL,27563
186593,NULL,14169
186618,NULL,19476
186645,6930,NULL
186867,NULL,36620
186876,20364,NULL
186900,NULL,8358
187000,NULL,11331
187046,NULL,NULL
187134,26670,NULL
187198,3626,NULL
187444,17064,NULL
187505,NULL,16700
187532,4066,NULL
187596,6058,NULL
187602,NULL,7443
187620,6175,NULL
187639,6738,NULL
187648,8801,NULL
187666,5602,NULL
187745,13645,NULL
187897,9515,NULL
187903,7075,NULL
187912,2837,NULL
187958,6369,NULL
187967,13694,NULL
187976,7848,NULL
187985,14315,NULL
187994,6514,NULL
188003,7945,NULL
188021,5538,NULL
188030,8625,NULL
188049,6886,NULL
188058,8735,NULL
188100,5450,NULL
188137,8062,NULL
188146,NULL,28761
188182,NULL,15761
188207,NULL,NULL
188216,6978,NULL
188225,7618,NULL
188261,7111,NULL
188289,NULL,12494
188304,12045,NULL
188340,NULL,31646
188429,NULL,28322
188438,7642,NULL
188517,NULL,11612
188526,NULL,29761
188535,NULL,NULL
188580,NULL,NULL
188641,NULL,22286
188650,NULL,23705
188669,NULL,28092
188678,NULL,43854
188687,NULL,20423
188696,NULL,26333
188854,NULL,40046
188890,NULL,16713
188915,NULL,18533
188942,NULL,11046
189015,NULL,NULL
189088,NULL,26792
189097,NULL,25007
189219,NULL,16394
189228,NULL,21651
189264,NULL,NULL
189273,NULL,3638
189282,NULL,NULL
189404,NULL,23628
189413,NULL,15671
189459,NULL,NULL
189468,NULL,26247
189477,NULL,8235
189501,NULL,NULL
189547,7475,NULL
189556,NULL,13250
189565,NULL,10605
189574,NULL,10472
189583,NULL,11590
189592,NULL,13684
189705,NULL,20913
189714,NULL,15544
189811,NULL,35739
189839,6264,NULL
189848,NULL,16051
189857,NULL,11659
189954,NULL,13674
189981,NULL,NULL
189990,NULL,16337
190008,NULL,40862
190044,NULL,30563
190053,6876,NULL
190071,NULL,NULL
190080,NULL,NULL
190099,NULL,23310
190114,NULL,20806
190150,NULL,24231
190169,5761,NULL
190239,NULL,15445
190248,NULL,16852
190293,NULL,17679
190309,NULL,18027
190318,NULL,18761
190372,NULL,14981
190415,NULL,31230
190424,NULL,NULL
190442,6509,NULL
190451,NULL,19966
190503,NULL,31036
190512,2695,NULL
190521,5965,NULL
190530,5866,NULL
190549,2725,NULL
190558,5687,NULL
190567,2540,NULL
190576,NULL,NULL
190585,6345,NULL
190594,3170,NULL
190600,3843,NULL
190619,5447,NULL
190628,6416,NULL
190637,1886,NULL
190646,5978,NULL
190655,4641,NULL
190664,3318,NULL
190673,5380,NULL
190682,NULL,NULL
190691,3820,NULL
190707,NULL,12471
190716,NULL,19022
190725,NULL,17119
190752,NULL,13349
190761,NULL,19690
190840,8090,NULL
190956,NULL,16145
190974,NULL,50184
190983,NULL,26243
191083,5300,NULL
191126,11772,NULL
191199,10622,NULL
191205,NULL,21798
191241,NULL,35694
191287,NULL,48271
191302,9025,NULL
191311,NULL,32877
191320,NULL,NULL
191339,6002,NULL
191515,NULL,24140
191533,NULL,26136
191597,NULL,NULL
191612,8901,NULL
191621,NULL,17787
191630,NULL,35172
191649,NULL,32240
191676,NULL,19325
191719,8836,NULL
191728,NULL,13835
191931,NULL,26717
191940,NULL,NULL
191959,NULL,21719
191968,NULL,33848
191986,8633,NULL
192004,NULL,7959
192022,11756,NULL
192040,NULL,43266
192110,NULL,35019
192165,NULL,2697
192192,NULL,24307
192271,NULL,36730
192323,NULL,23130
192439,NULL,26355
192448,NULL,28989
192484,NULL,26133
192509,NULL,15168
192563,NULL,NULL
192624,NULL,11225
192688,NULL,16945
192703,NULL,30521
192712,NULL,46324
192749,NULL,21923
192785,NULL,10019
192800,NULL,NULL
192819,NULL,35290
192864,NULL,35990
192925,NULL,11664
192961,NULL,19662
192970,NULL,NULL
193016,NULL,16685
193052,NULL,11510
193061,NULL,7908
193070,NULL,9494
193122,24596,NULL
193186,NULL,23676
193201,NULL,19680
193247,NULL,7332
193265,NULL,19686
193283,7932,NULL
193292,NULL,27949
193308,NULL,11821
193326,6890,NULL
193353,NULL,24301
193399,NULL,16802
193405,NULL,NULL
193478,5015,NULL
193584,NULL,29081
193609,NULL,25852
193645,NULL,33513
193654,NULL,40819
193672,NULL,9100
193751,NULL,NULL
193821,NULL,NULL
193830,NULL,NULL
193858,NULL,14279
193894,NULL,NULL
193900,NULL,40336
193946,6482,NULL
193973,NULL,19307
193991,NULL,14922
194028,10689,NULL
194073,NULL,NULL
194091,NULL,22349
194116,NULL,34917
194161,NULL,21478
194189,NULL,11750
194222,8049,NULL
194240,5383,NULL
194259,18036,NULL
194310,NULL,29588
194392,NULL,26441
194435,NULL,18582
194499,NULL,13268
194569,NULL,15782
194578,NULL,43969
194657,NULL,5862
194666,NULL,3218
194693,NULL,9745
194736,NULL,9198
194763,NULL,7533
194824,NULL,34839
194958,NULL,23304
195003,NULL,29895
195030,NULL,30480
195049,NULL,NULL
195058,9385,NULL
195067,NULL,15329
195128,NULL,19704
195155,NULL,NULL
195164,NULL,26071
195173,NULL,9560
195191,NULL,34583
195216,NULL,27691
195234,NULL,23038
195243,NULL,21106
195289,NULL,NULL
195304,NULL,33358
195322,4496,NULL
195438,NULL,4560
195474,NULL,27588
195526,NULL,27410
195544,NULL,15665
195562,NULL,17962
195580,NULL,NULL
195702,NULL,NULL
195720,NULL,27023
195784,NULL,27891
195809,NULL,25747
195933,NULL,20120
195988,8264,NULL
196006,16287,NULL
196015,13417,NULL
196024,15559,NULL
196033,15641,NULL
196042,9443,NULL
196051,18561,NULL
196060,18093,NULL
196079,18378,NULL
196088,17469,NULL
196097,13770,NULL
196103,17923,NULL
196112,14878,NULL
196121,16211,NULL
196130,13111,NULL
196149,19562,NULL
196158,16074,NULL
196167,18879,NULL
196176,16192,NULL
196185,17513,NULL
196194,15959,NULL
196200,14425,NULL
196219,19205,NULL
196228,NULL,NULL
196237,11289,NULL
196246,14022,NULL
196255,NULL,NULL
196264,13173,NULL
196291,18413,NULL
196307,NULL,NULL
196389,NULL,20635
196413,NULL,34173
196431,NULL,5890
196440,NULL,5435
196468,NULL,NULL
196565,10450,NULL
196583,NULL,10112
196592,NULL,23539
196653,NULL,13508
196680,NULL,NULL
196699,3788,NULL
196866,NULL,32720
196884,NULL,NULL
197018,NULL,8044
197027,6796,NULL
197036,NULL,NULL
197045,NULL,21360
197133,NULL,24227
197142,NULL,11032
197151,NULL,43387
197197,NULL,30106
197221,NULL,19835
197230,NULL,22834
197285,NULL,17237
197294,7041,NULL
197337,NULL,14719
197531,NULL,10869
197601,NULL,7848
197610,NULL,NULL
197647,NULL,6000
197674,NULL,9965
197692,NULL,3915
197708,NULL,36306
197735,NULL,7169
197744,NULL,10739
197814,5935,NULL
197832,NULL,21312
197850,5662,NULL
197869,13691,NULL
197887,8565,NULL
197911,NULL,23472
197966,10066,NULL
197984,NULL,22514
197993,NULL,23018
198011,10936,NULL
198039,8059,NULL
198066,NULL,20328
198084,5714,NULL
198109,NULL,17072
198118,9840,NULL
198136,NULL,24446
198154,8919,NULL
198190,NULL,34803
198206,9068,NULL
198215,NULL,19807
198233,8470,NULL
198251,7415,NULL
198260,6101,NULL
198303,NULL,17199
198321,3841,NULL
198330,9340,NULL
198367,6498,NULL
198376,7484,NULL
198385,NULL,21206
198419,NULL,36415
198455,7080,NULL
198464,15415,NULL
198491,5203,NULL
198507,2060,NULL
198516,NULL,34459
198534,7670,NULL
198543,5824,NULL
198552,6675,NULL
198561,NULL,21154
198570,10959,NULL
198598,NULL,30811
198613,NULL,23560
198622,8349,NULL
198640,3150,NULL
198668,7231,NULL
198677,NULL,NULL
198695,NULL,38741
198710,7861,NULL
198729,7670,NULL
198747,NULL,18737
198756,NULL,19820
198774,7045,NULL
198808,NULL,17065
198817,5419,NULL
198835,NULL,18861
198844,NULL,9382
198862,NULL,17367
198871,NULL,27608
198899,NULL,17078
198905,6700,NULL
198914,6542,NULL
198923,5544,NULL
198950,NULL,24545
198969,NULL,31129
198978,NULL,23104
198987,8435,NULL
199005,NULL,6380
199023,6239,NULL
199032,NULL,19720
199069,NULL,14909
199078,NULL,18796
199087,6603,NULL
199102,11743,NULL
199111,12799,NULL
199120,14163,NULL
199139,16286,NULL
199148,12226,NULL
199157,13474,NULL
199184,14101,NULL
199193,15024,NULL
199209,NULL,16205
199218,18093,NULL
199263,6003,NULL
199272,NULL,23362
199281,12265,NULL
199306,NULL,23898
199324,6192,NULL
199333,6615,NULL
199412,NULL,23348
199421,6836,NULL
199449,4046,NULL
199458,NULL,17517
199467,4304,NULL
199476,9333,NULL
199485,5623,NULL
199494,4850,NULL
199582,NULL,26554
199607,NULL,17836
199625,9661,NULL
199634,9257,NULL
199643,NULL,18719
199670,NULL,25906
199689,NULL,12042
199698,NULL,25965
199722,8210,NULL
199731,6815,NULL
199740,6316,NULL
199759,NULL,NULL
199768,7722,NULL
199786,11955,NULL
199795,7418,NULL
199838,5252,NULL
199847,NULL,33382
199856,10987,NULL
199865,NULL,25117
199883,NULL,NULL
199892,3065,NULL
199908,5348,NULL
199926,4249,NULL
199953,12363,NULL
199962,NULL,18354
199971,NULL,NULL
199980,NULL,2872
199999,11811,NULL
200004,15157,NULL
200013,NULL,18000
200022,10193,NULL
200059,11976,NULL
200086,10468,NULL
200110,NULL,14498
200129,NULL,12922
200156,NULL,18109
200165,NULL,13718
200192,9926,NULL
200208,5170,NULL
200217,NULL,17342
200226,11942,NULL
200253,10806,NULL
200262,NULL,5978
200280,15056,NULL
200305,11010,NULL
200314,9748,NULL
200332,15265,NULL
200341,11573,NULL
200387,NULL,14945
200466,2344,NULL
200484,NULL,21023
200527,NULL,9000
200554,NULL,5395
200572,12565,NULL
200590,NULL,10547
200624,NULL,27305
200633,NULL,22683
200697,NULL,NULL
200785,NULL,22925
200800,17951,NULL
200828,24111,NULL
200846,10556,NULL
200873,NULL,5707
201016,NULL,19576
201034,5881,NULL
201061,NULL,25123
201098,5848,NULL
201104,NULL,20221
201131,10812,NULL
201140,NULL,NULL
201159,NULL,NULL
201177,NULL,17499
201195,NULL,23729
201283,5923,NULL
201371,NULL,24452
201399,NULL,22882
201432,11994,NULL
201441,19128,NULL
201469,NULL,15780
201478,6732,NULL
201496,27652,NULL
201539,15451,NULL
201548,NULL,20866
201645,NULL,35316
201654,NULL,21490
201672,9905,NULL
201681,NULL,18609
201690,13862,NULL
201751,NULL,12074
201803,17485,NULL
201821,NULL,18766
201858,NULL,20445
201867,NULL,NULL
201885,23498,NULL
201928,5066,NULL
201946,12327,NULL
201955,13158,NULL
201964,NULL,25529
201973,7399,NULL
201982,NULL,8326
202046,NULL,34119
202055,NULL,11647
202073,NULL,37695
202134,16926,NULL
202152,6956,NULL
202161,NULL,18886
202170,NULL,18539
202222,5384,NULL
202356,5047,NULL
202435,NULL,24740
202453,NULL,8990
202480,NULL,32721
202514,NULL,24626
202523,NULL,24808
202648,9092,NULL
202657,20694,NULL
202684,NULL,16207
202763,NULL,22619
202806,NULL,24692
202888,NULL,8690
202903,NULL,10311
202912,NULL,18324
202949,17643,NULL
202985,15733,NULL
203030,13628,NULL
203067,NULL,NULL
203085,NULL,23541
203128,NULL,21474
203146,NULL,29633
203155,11249,NULL
203234,NULL,17787
203289,NULL,17331
203331,2758,NULL
203368,NULL,25017
203386,NULL,26443
203438,NULL,12305
203447,8996,NULL
203456,9768,NULL
203465,9598,NULL
203474,9695,NULL
203483,9689,NULL
203492,10053,NULL
203517,18432,NULL
203526,9249,NULL
203535,NULL,30504
203544,NULL,19664
203580,NULL,19160
203599,8252,NULL
203614,8048,NULL
203678,9891,NULL
203720,NULL,17683
203739,NULL,14939
203748,3635,NULL
203757,NULL,18434
203775,NULL,20603
203845,NULL,24022
203881,6338,NULL
203942,14949,NULL
203960,NULL,20392
203997,NULL,NULL
204006,10836,NULL
204015,12480,NULL
204024,21288,NULL
204060,NULL,NULL
204121,NULL,7010
204158,9060,NULL
204176,NULL,18093
204185,NULL,22786
204194,NULL,21112
204200,NULL,17775
204255,8336,NULL
204264,NULL,19252
204334,NULL,14148
204422,4269,NULL
204431,NULL,5153
204440,10022,NULL
204459,15207,NULL
204468,NULL,21106
204477,NULL,NULL
204486,NULL,18653
204501,NULL,31331
204608,NULL,21803
204617,NULL,19454
204626,NULL,23209
204635,NULL,23100
204662,18422,NULL
204671,14206,NULL
204680,16890,NULL
204699,12981,NULL
204705,15249,NULL
204714,NULL,7414
204723,NULL,11482
204769,NULL,17533
204778,NULL,13601
204796,17699,NULL
204802,6350,NULL
204820,8209,NULL
204839,7840,NULL
204848,7604,NULL
204857,21892,NULL
204866,7819,NULL
