UNITID,NPT4_PRIV,NPT4_PUB,TUITFTE,UG12MN
487162,NULL,393,2307,5221
487232,10516,NULL,4518,68
487296,NULL,NULL,10506,502
487302,21632,NULL,10890,693
487311,18437,NULL,13970,628
487320,NULL,6839,3185,16847
487348,14809,NULL,9026,191
487375,33488,NULL,22591,575
487384,26538,NULL,10234,1141
487393,30355,NULL,9429,1185
487409,30450,NULL,8781,1068
487418,26648,NULL,9305,1334
487427,31814,NULL,8127,896
487436,32082,NULL,9035,811
487445,26820,NULL,10405,705
487454,31011,NULL,10738,833
487472,32556,NULL,8795,1584
487481,25886,NULL,7560,600
487490,32666,NULL,9471,854
487506,13880,NULL,9857,126
487524,18358,NULL,12427,3083
487533,17007,NULL,14542,185
487588,23937,NULL,14618,633
487597,21858,NULL,14866,1332
487603,21425,NULL,9615,1310
487621,16142,NULL,2166,22
487649,NULL,NULL,3357,NULL
487658,26276,NULL,17935,64
487676,18012,NULL,9734,270
487746,5050,NULL,10969,26
487773,NULL,NULL,0,109
487791,20536,NULL,10679,654
487807,13366,NULL,10207,27
487816,5990,NULL,3574,26
487852,NULL,NULL,8837,47
487861,24945,NULL,10063,180
487870,9098,NULL,5959,34
487889,8650,NULL,17591,219
487898,8995,NULL,9701,53
487904,20083,NULL,17908,42
487913,4013,NULL,3659,30
487922,NULL,NULL,11032,80
487959,6070,NULL,11796,44
487968,21767,NULL,8626,64
487977,NULL,NULL,10174,1582
487995,NULL,NULL,5745,59
488004,NULL,NULL,4322,58
488013,20437,NULL,13980,145
488022,14751,NULL,4057,75
488031,18454,NULL,4917,41
488040,14556,NULL,14746,94
488059,18968,NULL,17799,61
488068,18012,NULL,8862,211
488077,13655,NULL,7039,3315
488086,13411,NULL,6724,102
488101,6701,NULL,10177,100
488110,13430,NULL,7230,82
488129,15212,NULL,4982,22
488138,17985,NULL,4000,119
488147,24270,NULL,13824,73
488156,14039,NULL,30919,24
488165,5697,NULL,6520,36
488174,18857,NULL,12208,36
488183,10351,NULL,4178,40
488192,NULL,NULL,12601,80
488217,22173,NULL,6215,159
488226,27815,NULL,10355,28
488235,14720,NULL,8908,22
488253,18355,NULL,21478,138
488262,13896,NULL,8255,46
488271,15377,NULL,4332,120
488280,11037,NULL,4963,118
488299,9227,NULL,6740,164
488305,12067,NULL,6723,133
488314,5519,NULL,3587,85
488332,23048,NULL,10129,137
488350,7098,NULL,6891,100
488369,26640,NULL,5412,76
488378,13974,NULL,5287,54
488387,NULL,NULL,6084,NULL
488396,8091,NULL,8235,91
488411,16006,NULL,9893,99
488420,NULL,NULL,15090,178
488439,15215,NULL,11722,95
488448,39515,NULL,17867,93
488527,NULL,NULL,46439,NULL
488554,NULL,NULL,54050,NULL
488651,9860,NULL,5037,80
488679,22536,NULL,10293,10952
488730,NULL,4960,3430,6967
488749,14704,NULL,11208,145
488776,NULL,NULL,16596,64
488785,25131,NULL,13307,159
488800,NULL,NULL,NULL,643
488828,9597,NULL,2703,47
488837,12636,NULL,32526,475
488891,NULL,7076,189,496
488907,NULL,NULL,6876,NULL
488916,9605,NULL,7083,44
488925,24095,NULL,23924,147
488934,NULL,6749,2019,4374
488952,19158,NULL,8531,246
488961,18965,NULL,8120,246
488970,19236,NULL,6955,195
488989,15411,NULL,9411,229
488998,16590,NULL,7157,153
489122,17764,NULL,9638,46
489131,17511,NULL,10831,71
489140,19635,NULL,7922,46
489159,17288,NULL,10264,192
489201,NULL,1995,580,10980
489238,16400,NULL,13945,170
489247,9181,NULL,5084,103
489256,9544,NULL,4370,227
489283,20317,NULL,6246,617
489344,21355,NULL,24560,193
489353,26535,NULL,24096,216
489371,27105,NULL,17021,195
489399,NULL,NULL,20096,267
489414,6342,NULL,7831,154
489760,20544,NULL,6812,88
489779,NULL,NULL,6583,995
489788,NULL,NULL,9785,450
489812,18023,NULL,8443,62
489830,11155,NULL,9218,101
489858,NULL,NULL,33480,NULL
489937,15700,NULL,6974,394
490018,10627,NULL,7900,73
490045,NULL,NULL,5217,49
490054,20226,NULL,13293,959
490063,NULL,NULL,8479,68
490072,13113,NULL,42201,168
490081,8649,NULL,6635,21
490090,NULL,3021,566,58
490106,NULL,NULL,5415,NULL
490115,30338,NULL,14825,78
490124,NULL,NULL,33653,18
490133,13673,NULL,3852,604
490142,34762,NULL,11789,32
490151,NULL,NULL,7977,185
490160,NULL,NULL,13262,94
490179,20757,NULL,20969,186
490188,8572,NULL,9280,22
490197,6282,NULL,5000,23
490203,24639,NULL,12061,207
490212,NULL,NULL,7240,50
490221,17995,NULL,20182,15
490230,17040,NULL,3028,164
490249,9600,NULL,49909,58
490258,13674,NULL,14440,72
490267,30015,NULL,6983,30
490276,9366,NULL,10520,118
490285,33159,NULL,14798,1245
490294,13840,NULL,4800,172
490300,24254,NULL,8091,127
490319,8080,NULL,12757,49
490328,NULL,NULL,7743,48
490337,NULL,NULL,7689,42
490346,15501,NULL,12350,29
490364,17156,NULL,12650,22
490373,NULL,NULL,49669,NULL
490382,36224,NULL,10145,129
490391,10378,NULL,9876,92
490407,12501,NULL,3162,71
490416,11655,NULL,5530,59
490425,19933,NULL,6589,183
490434,10681,NULL,4613,39
490443,NULL,NULL,15826,197
490452,7551,NULL,897,25
490461,11935,NULL,6779,154
490470,12124,NULL,4774,42
490498,20399,NULL,33068,26
490504,13410,NULL,19467,50
490513,10240,NULL,7403,85
490522,19505,NULL,7065,8
490531,10678,NULL,7889,22
490540,13462,NULL,5894,40
490559,16598,NULL,11920,680
490568,23068,NULL,15735,239
490601,NULL,NULL,120085,NULL
490674,8645,NULL,7538,20
490692,10060,NULL,3110,86
490717,21404,NULL,24355,106
490735,23449,NULL,10249,135
490744,15344,NULL,12471,27
490771,NULL,NULL,9951,421
490805,NULL,10605,7388,13185
490814,19407,NULL,9109,190
490832,19655,NULL,11692,264
490841,17869,NULL,8676,205
490850,30024,NULL,15304,11
490869,15681,NULL,3880,183
490878,21428,NULL,11334,421
490896,9755,NULL,11032,316
490948,13934,NULL,4541,8
490975,30185,NULL,10502,415
491057,9600,NULL,7865,131
491066,10694,NULL,6476,49
491075,12218,NULL,17885,43
491084,19994,NULL,11897,288
491093,NULL,NULL,58637,24
491118,NULL,NULL,5010,404
491136,15721,NULL,10480,117
491145,15877,NULL,10258,139
491163,NULL,NULL,93082,35
491181,22021,NULL,3535,216
491190,NULL,NULL,35186,NULL
491224,11582,NULL,15098,55
491233,8804,NULL,4084,31
491242,12770,NULL,6085,92
491251,NULL,NULL,19534,137
491260,14900,NULL,6359,33
491288,NULL,NULL,3322,737
491297,NULL,NULL,45959,11
491303,NULL,NULL,2533,374
491394,26614,NULL,2677,24
491446,6719,NULL,4204,102
491455,NULL,NULL,77155,311
491464,NULL,NULL,4762,337
491473,NULL,NULL,10607,191
491482,19743,NULL,14972,89
491491,NULL,NULL,19328,27
491507,15581,NULL,11490,16
491525,NULL,NULL,2086,91
491534,12761,NULL,4283,12
491543,NULL,NULL,3746,111
491552,NULL,NULL,1018,11
491570,NULL,NULL,101952,3
491589,NULL,NULL,5132,37
491598,19211,NULL,12768,12
491613,8211,NULL,8234,68
491622,8066,NULL,12124,83
491631,NULL,NULL,8520,119
491640,7059,NULL,6491,163
491659,32763,NULL,22491,109
491668,11027,NULL,2862,200
491677,8546,NULL,5645,22
491686,16197,NULL,1852,54
491695,23696,NULL,4734,21
491701,NULL,NULL,3865,62
491710,7150,NULL,5789,111
491729,17501,NULL,2108,49
491738,22687,NULL,6633,112
491747,10978,NULL,4074,80
491756,15872,NULL,6662,127
491765,20141,NULL,14181,75
491774,20487,NULL,7221,137
491783,NULL,NULL,1839,50
491792,12779,NULL,11321,53
491808,NULL,NULL,21987,NULL
491817,14145,NULL,6031,124
491826,13030,NULL,6898,51
491835,10998,NULL,22242,52
491844,NULL,297,458,158
491853,9057,NULL,2637,32
491871,NULL,NULL,31369,7
491880,23966,NULL,17422,60
491899,11409,NULL,5847,68
491905,14089,NULL,6172,63
491914,NULL,NULL,5512,148
491923,10084,NULL,10002,110
491932,NULL,NULL,45157,20
491941,19866,NULL,9260,70
491950,NULL,NULL,7823,749
491969,15477,NULL,9776,18
491978,NULL,NULL,14330,3
491996,NULL,NULL,6348,50
492005,16712,NULL,2831,30
492069,NULL,NULL,6477,57
492139,NULL,NULL,30924,136
492360,21003,NULL,7739,28
492379,10390,NULL,23844,30
492397,12418,NULL,408,57
492421,20804,NULL,233,20
492449,22191,NULL,705,238
492458,NULL,NULL,NULL,40
492476,NULL,NULL,13326,117
492573,NULL,NULL,NULL,NULL
492591,24190,NULL,4221,33
492607,NULL,NULL,NULL,NULL
492643,NULL,NULL,4139,128
492652,10667,NULL,8129,14
492661,NULL,NULL,9259,144
492689,NULL,NULL,12317,370
492704,NULL,NULL,8064,NULL
492722,25962,NULL,0,76
492731,22233,NULL,1666,42
492759,NULL,NULL,24145,21
492801,14368,NULL,9970,2857
492935,NULL,NULL,26630,22
492953,11509,NULL,9894,12
492962,14061,NULL,6964,6739
493071,NULL,NULL,NULL,NULL
493080,NULL,NULL,0,52
493132,NULL,NULL,NULL,NULL
493150,21820,NULL,NULL,27
493318,NULL,NULL,NULL,NULL
493372,13698,NULL,2888,23
493424,27006,NULL,NULL,38
493451,20392,NULL,9160,69
10236801,NULL,NULL,NULL,NULL
10236802,NULL,NULL,NULL,NULL
10236803,NULL,NULL,NULL,NULL
10236808,NULL,NULL,NULL,NULL
10236809,NULL,NULL,NULL,NULL
10635101,NULL,NULL,NULL,NULL
10704401,NULL,NULL,NULL,NULL
10722001,NULL,NULL,NULL,NULL
10722002,NULL,NULL,NULL,NULL
10722003,NULL,NULL,NULL,NULL
10722004,NULL,NULL,NULL,NULL
10772501,NULL,NULL,NULL,NULL
11046801,NULL,NULL,NULL,NULL
11046802,NULL,NULL,NULL,NULL
11046803,NULL,NULL,NULL,NULL
11046804,NULL,NULL,NULL,NULL
11046805,NULL,NULL,NULL,NULL
11458501,NULL,NULL,NULL,NULL
11473401,NULL,NULL,NULL,NULL
11508303,NULL,NULL,NULL,NULL
11508305,NULL,NULL,NULL,NULL
11508306,NULL,NULL,NULL,NULL
11577301,NULL,NULL,NULL,NULL
11635001,NULL,NULL,NULL,NULL
11643901,NULL,NULL,NULL,NULL
11710401,NULL,NULL,NULL,NULL
11854101,NULL,NULL,NULL,NULL
11854102,NULL,NULL,NULL,NULL
11891201,NULL,NULL,NULL,NULL
11917301,NULL,NULL,NULL,NULL
12240901,NULL,NULL,NULL,NULL
12265801,NULL,NULL,NULL,NULL
12268501,NULL,NULL,NULL,NULL
12268502,NULL,NULL,NULL,NULL
12268503,NULL,NULL,NULL,NULL
12268504,NULL,NULL,NULL,NULL
12268505,NULL,NULL,NULL,NULL
12268506,NULL,NULL,NULL,NULL
12268507,NULL,NULL,NULL,NULL
12268508,NULL,NULL,NULL,NULL
12268510,NULL,NULL,NULL,NULL
12268511,NULL,NULL,NULL,NULL
12268512,NULL,NULL,NULL,NULL
12268513,NULL,NULL,NULL,NULL
12268514,NULL,NULL,NULL,NULL
12268515,NULL,NULL,NULL,NULL
12268516,NULL,NULL,NULL,NULL
12293101,NULL,NULL,NULL,NULL
12601201,NULL,NULL,NULL,NULL
12682703,NULL,NULL,NULL,NULL
12697901,NULL,NULL,NULL,NULL
12697902,NULL,NULL,NULL,NULL
12777801,NULL,NULL,NULL,NULL
12777802,NULL,NULL,NULL,NULL
12777803,NULL,NULL,NULL,NULL
12980801,NULL,NULL,NULL,NULL
12980802,NULL,NULL,NULL,NULL
13017401,NULL,NULL,NULL,NULL
13017402,NULL,NULL,NULL,NULL
13017403,NULL,NULL,NULL,NULL
13017404,NULL,NULL,NULL,NULL
13017405,NULL,NULL,NULL,NULL
13017406,NULL,NULL,NULL,NULL
13090701,NULL,NULL,NULL,NULL
13090702,NULL,NULL,NULL,NULL
13180301,NULL,NULL,NULL,NULL
13247101,NULL,NULL,NULL,NULL
13508101,NULL,NULL,NULL,NULL
13508102,NULL,NULL,NULL,NULL
13508103,NULL,NULL,NULL,NULL
13508104,NULL,NULL,NULL,NULL
13508105,NULL,NULL,NULL,NULL
13508106,NULL,NULL,NULL,NULL
13508107,NULL,NULL,NULL,NULL
13508108,NULL,NULL,NULL,NULL
13508109,NULL,NULL,NULL,NULL
13508110,NULL,NULL,NULL,NULL
13508111,NULL,NULL,NULL,NULL
13508112,NULL,NULL,NULL,NULL
13508113,NULL,NULL,NULL,NULL
13508114,NULL,NULL,NULL,NULL
13508115,NULL,NULL,NULL,NULL
13508116,NULL,NULL,NULL,NULL
13552201,NULL,NULL,NULL,NULL
13830901,NULL,NULL,NULL,NULL
13830902,NULL,NULL,NULL,NULL
13830903,NULL,NULL,NULL,NULL
13830904,NULL,NULL,NULL,NULL
13957901,NULL,NULL,NULL,NULL
13962101,NULL,NULL,NULL,NULL
13962102,NULL,NULL,NULL,NULL
14736901,NULL,NULL,NULL,NULL
14902801,NULL,NULL,NULL,NULL
14902802,NULL,NULL,NULL,NULL
14953201,NULL,NULL,NULL,NULL
15085301,NULL,NULL,NULL,NULL
15085302,NULL,NULL,NULL,NULL
15085303,NULL,NULL,NULL,NULL
15098701,NULL,NULL,NULL,NULL
15098702,NULL,NULL,NULL,NULL
15098703,NULL,NULL,NULL,NULL
15098704,NULL,NULL,NULL,NULL
15098705,NULL,NULL,NULL,NULL
15098706,NULL,NULL,NULL,NULL
15098707,NULL,NULL,NULL,NULL
15098708,NULL,NULL,NULL,NULL
15098709,NULL,NULL,NULL,NULL
15098710,NULL,NULL,NULL,NULL
15098711,NULL,NULL,NULL,NULL
15098712,NULL,NULL,NULL,NULL
15098713,NULL,NULL,NULL,NULL
15098714,NULL,NULL,NULL,NULL
15208001,NULL,NULL,NULL,NULL
15336601,NULL,NULL,NULL,NULL
15468801,NULL,NULL,NULL,NULL
15468802,NULL,NULL,NULL,NULL
15492501,NULL,NULL,NULL,NULL
15492502,NULL,NULL,NULL,NULL
15628601,NULL,NULL,NULL,NULL
15628602,NULL,NULL,NULL,NULL
15631001,NULL,NULL,NULL,NULL
15631002,NULL,NULL,NULL,NULL
15631003,NULL,NULL,NULL,NULL
15631004,NULL,NULL,NULL,NULL
15631005,NULL,NULL,NULL,NULL
16061201,NULL,NULL,NULL,NULL
16061202,NULL,NULL,NULL,NULL
16061203,NULL,NULL,NULL,NULL
16061204,NULL,NULL,NULL,NULL
16149303,NULL,NULL,NULL,NULL
16210401,NULL,NULL,NULL,NULL
16884701,NULL,NULL,NULL,NULL
16884702,NULL,NULL,NULL,NULL
16884703,NULL,NULL,NULL,NULL
16884704,NULL,NULL,NULL,NULL
16884705,NULL,NULL,NULL,NULL
16884706,NULL,NULL,NULL,NULL
16884707,NULL,NULL,NULL,NULL
16884709,NULL,NULL,NULL,NULL
16884710,NULL,NULL,NULL,NULL
16947903,NULL,NULL,NULL,NULL
16947904,NULL,NULL,NULL,NULL
16947905,NULL,NULL,NULL,NULL
16947907,NULL,NULL,NULL,NULL
16947909,NULL,NULL,NULL,NULL
16947910,NULL,NULL,NULL,NULL
16947912,NULL,NULL,NULL,NULL
16947918,NULL,NULL,NULL,NULL
16947920,NULL,NULL,NULL,NULL
16947921,NULL,NULL,NULL,NULL
16947922,NULL,NULL,NULL,NULL
16947923,NULL,NULL,NULL,NULL
16947924,NULL,NULL,NULL,NULL
17296301,NULL,NULL,NULL,NULL
17320301,NULL,NULL,NULL,NULL
17355901,NULL,NULL,NULL,NULL
17355902,NULL,NULL,NULL,NULL
17355903,NULL,NULL,NULL,NULL
17391101,NULL,NULL,NULL,NULL
17399301,NULL,NULL,NULL,NULL
17447301,NULL,NULL,NULL,NULL
17501401,NULL,NULL,NULL,NULL
17501402,NULL,NULL,NULL,NULL
17501403,NULL,NULL,NULL,NULL
17501404,NULL,NULL,NULL,NULL
17501405,NULL,NULL,NULL,NULL
17501406,NULL,NULL,NULL,NULL
17526301,NULL,NULL,NULL,NULL
17557301,NULL,NULL,NULL,NULL
17557302,NULL,NULL,NULL,NULL
17601701,NULL,NULL,NULL,NULL
17623901,NULL,NULL,NULL,NULL
17706501,NULL,NULL,NULL,NULL
17706502,NULL,NULL,NULL,NULL
17706503,NULL,NULL,NULL,NULL
17706504,NULL,NULL,NULL,NULL
17706505,NULL,NULL,NULL,NULL
17706506,NULL,NULL,NULL,NULL
17706507,NULL,NULL,NULL,NULL
17706508,NULL,NULL,NULL,NULL
17706509,NULL,NULL,NULL,NULL
17706510,NULL,NULL,NULL,NULL
17706511,NULL,NULL,NULL,NULL
17706512,NULL,NULL,NULL,NULL
17706513,NULL,NULL,NULL,NULL
17706514,NULL,NULL,NULL,NULL
17706515,NULL,NULL,NULL,NULL
17706516,NULL,NULL,NULL,NULL
17706517,NULL,NULL,NULL,NULL
17706518,NULL,NULL,NULL,NULL
17706519,NULL,NULL,NULL,NULL
17706520,NULL,NULL,NULL,NULL
17706521,NULL,NULL,NULL,NULL
17706522,NULL,NULL,NULL,NULL
17706523,NULL,NULL,NULL,NULL
17706524,NULL,NULL,NULL,NULL
17706525,NULL,NULL,NULL,NULL
17706526,NULL,NULL,NULL,NULL
17706527,NULL,NULL,NULL,NULL
17706528,NULL,NULL,NULL,NULL
17706529,NULL,NULL,NULL,NULL
17706530,NULL,NULL,NULL,NULL
17706532,NULL,NULL,NULL,NULL
17706533,NULL,NULL,NULL,NULL
17733901,NULL,NULL,NULL,NULL
17796801,NULL,NULL,NULL,NULL
18017901,NULL,NULL,NULL,NULL
18048901,NULL,NULL,NULL,NULL
18303501,NULL,NULL,NULL,NULL
18409201,NULL,NULL,NULL,NULL
18557201,NULL,NULL,NULL,NULL
18908801,NULL,NULL,NULL,NULL
18908802,NULL,NULL,NULL,NULL
18908803,NULL,NULL,NULL,NULL
18908804,NULL,NULL,NULL,NULL
18908805,NULL,NULL,NULL,NULL
18908806,NULL,NULL,NULL,NULL
18908807,NULL,NULL,NULL,NULL
18908808,NULL,NULL,NULL,NULL
18908809,NULL,NULL,NULL,NULL
18908810,NULL,NULL,NULL,NULL
18922801,NULL,NULL,NULL,NULL
19050301,NULL,NULL,NULL,NULL
19050302,NULL,NULL,NULL,NULL
19200401,NULL,NULL,NULL,NULL
19385801,NULL,NULL,NULL,NULL
19457801,NULL,NULL,NULL,NULL
19570201,NULL,NULL,NULL,NULL
19580901,NULL,NULL,NULL,NULL
19857001,NULL,NULL,NULL,NULL
19998001,NULL,NULL,NULL,NULL
20306701,NULL,NULL,NULL,NULL
20306702,NULL,NULL,NULL,NULL
20354401,NULL,NULL,NULL,NULL
20417601,NULL,NULL,NULL,NULL
20627901,NULL,NULL,NULL,NULL
20627902,NULL,NULL,NULL,NULL
20627903,NULL,NULL,NULL,NULL
20651601,NULL,NULL,NULL,NULL
20750001,NULL,NULL,NULL,NULL
20750002,NULL,NULL,NULL,NULL
21036801,NULL,NULL,NULL,NULL
21036802,NULL,NULL,NULL,NULL
21078401,NULL,NULL,NULL,NULL
21130701,NULL,NULL,NULL,NULL
21130702,NULL,NULL,NULL,NULL
21287801,NULL,NULL,NULL,NULL
21287802,NULL,NULL,NULL,NULL
21287803,NULL,NULL,NULL,NULL
21287804,NULL,NULL,NULL,NULL
21429001,NULL,NULL,NULL,NULL
21429002,NULL,NULL,NULL,NULL
21437901,NULL,NULL,NULL,NULL
21510501,NULL,NULL,NULL,NULL
21608301,NULL,NULL,NULL,NULL
22039401,NULL,NULL,NULL,NULL
22496101,NULL,NULL,NULL,NULL
22797901,NULL,NULL,NULL,NULL
22797902,NULL,NULL,NULL,NULL
22828201,NULL,NULL,NULL,NULL
22872301,NULL,NULL,NULL,NULL
23059701,NULL,NULL,NULL,NULL
23091301,NULL,NULL,NULL,NULL
23091302,NULL,NULL,NULL,NULL
23155401,NULL,NULL,NULL,NULL
23368401,NULL,NULL,NULL,NULL
23368402,NULL,NULL,NULL,NULL
23368403,NULL,NULL,NULL,NULL
23368404,NULL,NULL,NULL,NULL
23368405,NULL,NULL,NULL,NULL
23368407,NULL,NULL,NULL,NULL
23368408,NULL,NULL,NULL,NULL
23368409,NULL,NULL,NULL,NULL
23368410,NULL,NULL,NULL,NULL
23368411,NULL,NULL,NULL,NULL
23384201,NULL,NULL,NULL,NULL
23693901,NULL,NULL,NULL,NULL
23693902,NULL,NULL,NULL,NULL
23693903,NULL,NULL,NULL,NULL
24297201,NULL,NULL,NULL,NULL
24297202,NULL,NULL,NULL,NULL
24297203,NULL,NULL,NULL,NULL
24297204,NULL,NULL,NULL,NULL
24297205,NULL,NULL,NULL,NULL
24366501,NULL,NULL,NULL,NULL
24378001,NULL,NULL,NULL,NULL
24378002,NULL,NULL,NULL,NULL
24378003,NULL,NULL,NULL,NULL
24378004,NULL,NULL,NULL,NULL
24378006,NULL,NULL,NULL,NULL
24378007,NULL,NULL,NULL,NULL
24378008,NULL,NULL,NULL,NULL
24378009,NULL,NULL,NULL,NULL
24378010,NULL,NULL,NULL,NULL
24893401,NULL,NULL,NULL,NULL
24893402,NULL,NULL,NULL,NULL
24893403,NULL,NULL,NULL,NULL
24893404,NULL,NULL,NULL,NULL
24893405,NULL,NULL,NULL,NULL
24893406,NULL,NULL,NULL,NULL
24893407,NULL,NULL,NULL,NULL
24893408,NULL,NULL,NULL,NULL
24893409,NULL,NULL,NULL,NULL
24893410,NULL,NULL,NULL,NULL
24893411,NULL,NULL,NULL,NULL
24893412,NULL,NULL,NULL,NULL
24893413,NULL,NULL,NULL,NULL
24893414,NULL,NULL,NULL,NULL
24893415,NULL,NULL,NULL,NULL
24893416,NULL,NULL,NULL,NULL
24893417,NULL,NULL,NULL,NULL
24893418,NULL,NULL,NULL,NULL
36520401,NULL,NULL,NULL,NULL
36520402,NULL,NULL,NULL,NULL
36520403,NULL,NULL,NULL,NULL
36520404,NULL,NULL,NULL,NULL
36520405,NULL,NULL,NULL,NULL
36520406,NULL,NULL,NULL,NULL
36520407,NULL,NULL,NULL,NULL
36520408,NULL,NULL,NULL,NULL
36520409,NULL,NULL,NULL,NULL
37369601,NULL,NULL,NULL,NULL
37593901,NULL,NULL,NULL,NULL
37727201,NULL,NULL,NULL,NULL
37727202,NULL,NULL,NULL,NULL
37728101,NULL,NULL,NULL,NULL
37728102,NULL,NULL,NULL,NULL
37728103,NULL,NULL,NULL,NULL
38561901,NULL,NULL,NULL,NULL
38561902,NULL,NULL,NULL,NULL
38561903,NULL,NULL,NULL,NULL
38561904,NULL,NULL,NULL,NULL
40884401,NULL,NULL,NULL,NULL
40884402,NULL,NULL,NULL,NULL
41724801,NULL,NULL,NULL,NULL
41822301,NULL,NULL,NULL,NULL
41829601,NULL,NULL,NULL,NULL
41829602,NULL,NULL,NULL,NULL
41829603,NULL,NULL,NULL,NULL
41918301,NULL,NULL,NULL,NULL
42044001,NULL,NULL,NULL,NULL
42312001,NULL,NULL,NULL,NULL
42799101,NULL,NULL,NULL,NULL
42799102,NULL,NULL,NULL,NULL
42817001,NULL,NULL,NULL,NULL
43018401,NULL,NULL,NULL,NULL
43018402,NULL,NULL,NULL,NULL
43018403,NULL,NULL,NULL,NULL
43018404,NULL,NULL,NULL,NULL
43342002,NULL,NULL,NULL,NULL
43401601,NULL,NULL,NULL,NULL
43482101,NULL,NULL,NULL,NULL
43723701,NULL,NULL,NULL,NULL
44098901,NULL,NULL,NULL,NULL
44098902,NULL,NULL,NULL,NULL
44098904,NULL,NULL,NULL,NULL
44125601,NULL,NULL,NULL,NULL
44376601,NULL,NULL,NULL,NULL
44376602,NULL,NULL,NULL,NULL
44376603,NULL,NULL,NULL,NULL
44378401,NULL,NULL,NULL,NULL
44378403,NULL,NULL,NULL,NULL
44378404,NULL,NULL,NULL,NULL
44378405,NULL,NULL,NULL,NULL
44378406,NULL,NULL,NULL,NULL
44459201,NULL,NULL,NULL,NULL
44467101,NULL,NULL,NULL,NULL
44781001,NULL,NULL,NULL,NULL
44801701,NULL,NULL,NULL,NULL
